id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
41189,20110818 16:16:25,50.9645,5.3877,0,1,-5.2,0.06,976
41190,20110818 16:16:26,50.9281,5.5059,0,1,-7.3,0.057,976
41191,20110818 16:16:26,50.8816,5.6235,0,2,5.2,0.155,976
41192,20110818 16:16:26,50.92,5.5592,10,2,-7.4,0.104,976
41193,20110818 16:16:26,50.9018,5.4451,0,1,5.1,0.056,976
41194,20110818 16:16:26,50.8315,5.5875,0,1,4.6,0.162,976
41195,20110818 16:16:26,50.8469,5.3994,0,1,-9,0.059,976
41196,20110818 16:16:26,50.9014,5.4377,0,1,6.1,0.054,976
41197,20110818 16:16:26,51.4284,5.7534,0,1,-17.8,0.049,976
41198,20110818 16:16:26,51.3704,5.7583,12,2,-12.6,0.106,976
41199,20110818 16:16:26,50.9085,5.4146,0,1,-5.9,0.056,976
41200,20110818 16:16:26,51.4242,5.7644,0,1,-10.1,0.05,976
41201,20110818 16:16:26,50.9502,5.3657,0,1,-5.4,0.061,976
41202,20110818 16:16:26,51.2583,5.1714,0,1,-5.9,0.059,976
41203,20110818 16:16:27,50.8475,5.4408,9.7,2,-4.6,0.098,976
41204,20110818 16:16:27,51.3762,5.7431,0,1,4.7,0.158,976
41205,20110818 16:16:27,51.3668,5.7407,14.5,2,-7.3,0.433,976
41206,20110818 16:16:27,51.3824,5.7459,15.4,2,4.8,0.317,976
41207,20110818 16:16:28,51.3606,5.7381,10.6,2,-8.5,0.139,976
41208,20110818 16:16:28,51.5255,5.8968,10.5,2,5.3,0.227,976
41209,20110818 16:16:28,50.9644,5.4565,10.9,2,-7.2,0.086,976
41210,20110818 16:16:28,50.9641,5.4576,10.6,2,-5.8,0.119,976
41211,20110818 16:16:28,50.9217,5.4648,0,1,-7.3,0.059,976
41212,20110818 16:16:29,50.9002,5.462,13.5,2,4.1,0.346,976
41213,20110818 16:16:29,50.9441,5.298,11.7,2,-5.5,0.136,976
41214,20110818 16:16:29,50.696,5.1845,10.8,2,-7.1,0.126,976
41215,20110818 16:16:29,50.7002,5.1899,9.3,2,8.8,0.112,976
41216,20110818 16:16:29,50.6939,5.1616,11,2,7.7,0.112,976
41217,20110818 16:16:29,50.7049,5.1942,11.9,2,4.6,0.239,976
41218,20110818 16:16:29,50.9943,5.2959,0,1,-10.1,0.059,976
41219,20110818 16:16:29,50.9923,5.3164,9.5,2,-6.2,0.107,976
41220,20110818 16:16:29,50.708,5.1997,11.2,2,10.6,0.146,976
41221,20110818 16:16:29,50.8319,5.1341,0,1,-7.1,0.057,976
41222,20110818 16:16:29,50.8313,5.1371,0,1,-7.5,0.057,976
41223,20110818 16:16:29,50.7355,5.156,10.7,2,7.1,0.141,976
41224,20110818 16:16:29,51.0264,5.258,0,1,10.7,0.059,976
41225,20110818 16:16:29,50.8492,5.512,13.1,2,4.5,0.196,976
41226,20110818 16:16:30,50.9693,5.37,0,1,-6.7,0.056,976
41227,20110818 16:16:30,50.962,5.3334,10.2,2,-6.3,0.14,976
41228,20110818 16:16:30,50.9589,5.337,0,1,-5.7,0.06,976
41229,20110818 16:16:30,50.9612,5.3333,9.1,2,-4.8,0.085,976
41230,20110818 16:16:30,50.9599,5.336,0,1,-4.6,0.085,976
41231,20110818 16:16:30,51.3927,5.8237,11.3,2,-14.4,0.093,976
41232,20110818 16:16:30,50.9811,5.4912,11,2,-4.6,0.123,976
41233,20110818 16:16:30,50.913,5.2739,11.4,2,-3.6,0.192,976
41234,20110818 16:16:30,50.9711,5.2198,0,1,6.2,0.072,976
41235,20110818 16:16:31,50.8992,5.44,11.2,2,-11.3,0.101,976
41236,20110818 16:16:31,50.9236,5.4118,0,1,-5.2,0.062,976
41237,20110818 16:16:31,51.4697,5.8366,10.4,2,4.2,0.199,976
41238,20110818 16:16:31,51.4709,5.8551,12.9,2,5.6,0.288,976
41239,20110818 16:16:32,51.5344,5.8865,14.5,2,5.7,0.398,976
41240,20110818 16:16:32,50.8936,5.5105,13.7,2,-7.4,0.184,976
41241,20110818 16:16:32,50.9382,5.4299,14,2,5,0.2,976
41242,20110818 16:16:32,51.5255,5.9226,6.9,2,5.8,0.108,976
41243,20110818 16:16:32,51.5208,5.896,0,1,-11.3,0.115,976
41244,20110818 16:16:33,50.7002,5.1496,0,1,-11,0.055,976
41245,20110818 16:16:33,50.9675,5.3823,0,1,-5.8,0.061,976
41246,20110818 16:16:33,50.9721,5.5304,12.6,2,-4.4,0.155,976
41247,20110818 16:16:33,51.1392,3.7723,0,1,-20.5,0.052,976
41248,20110818 16:16:33,50.9045,5.4246,0,1,-8.4,0.053,976
41249,20110818 16:16:33,50.9747,5.5368,0,1,-4.6,0.059,976
41250,20110818 16:16:34,51.0166,5.2451,0,1,4.9,0.062,976
41251,20110818 16:16:34,51.0612,5.2715,0,1,4.3,0.063,976
41252,20110818 16:16:35,51.5292,5.882,0,1,-4.7,0.198,976
41253,20110818 16:16:35,50.9303,5.3758,0,1,-7.6,0.059,976
41254,20110818 16:16:35,50.8424,5.3933,11.8,2,5.6,0.162,976
41255,20110818 16:16:36,50.9439,5.407,0,1,-7.6,0.069,976
41256,20110818 16:16:36,51.5899,5.9475,8.3,2,-7.5,0.126,976
41257,20110818 16:16:36,51.5947,5.9459,13,2,4.9,0.433,976
41258,20110818 16:16:36,51.3768,5.7945,13.7,2,-5.4,0.255,976
41259,20110818 16:16:36,50.9695,5.2139,0,1,6.4,0.054,976
41260,20110818 16:16:36,50.8979,5.4784,0,1,-7,0.064,976
41263,20110818 16:16:37,50.9629,5.233,0,1,-5.8,0.058,976
41264,20110818 16:16:37,50.9712,5.4927,15.6,2,-4.1,0.416,976
41265,20110818 16:16:37,50.9767,5.231,11.8,2,-4.5,0.138,976
41266,20110818 16:16:37,51.0032,5.538,0,2,-5.1,0.089,976
41267,20110818 16:16:37,50.9972,5.3301,0,1,-4.6,0.06,976
41268,20110818 16:16:37,51.227,5.2866,0,1,4.9,0.061,976
41269,20110818 16:16:37,50.8769,5.2279,0,1,-4.9,0.069,976
41270,20110818 16:16:37,50.9677,5.4871,13.5,2,-3.9,0.13,976
41271,20110818 16:16:38,51.2205,5.0576,7.1,2,5,0.099,976
41272,20110818 16:16:38,51.5296,5.8031,0,1,-6.7,0.059,976
41273,20110818 16:16:38,51.0311,5.2217,10,2,5.1,0.135,976
41274,20110818 16:16:38,50.9315,5.4522,0,1,-6.5,0.05,976
41275,20110818 16:16:38,51.0204,5.2217,0,2,-5.7,0.149,976
41276,20110818 16:16:38,51.2184,5.0547,8.4,2,5.7,0.143,976
41277,20110818 16:16:38,51.0398,5.1405,0,1,6.7,0.06,976
41278,20110818 16:16:38,51.2237,5.0334,0,1,-5.1,0.087,976
41279,20110818 16:16:38,51.2456,5.0137,0,1,2.6,0.387,976
41280,20110818 16:16:38,51.352,5.7132,0,1,-8.5,0.056,976
41281,20110818 16:16:38,50.9475,4.6329,9,2,-5,1.161,976
41282,20110818 16:16:38,51.5489,5.7408,0,1,4.2,0.086,976
41285,20110818 16:16:38,50.9125,4.344,4.3,2,-9.5,0.104,976
41286,20110818 16:16:38,50.8907,5.4817,0,1,3.7,0.062,976
41287,20110818 16:16:38,50.9229,4.3286,0,1,-9.9,0.064,976
41288,20110818 16:16:39,50.9241,4.3266,8.5,2,-11.1,0.7,976
41289,20110818 16:16:39,51.3593,5.8029,12.3,2,-8.9,0.12,976
41290,20110818 16:16:39,50.8691,5.4727,0,1,-7.6,0.065,976
41291,20110818 16:16:39,50.924,4.3278,3,2,-13.3,0.065,976
41292,20110818 16:16:39,50.9066,4.3228,3.7,2,-6.7,0.137,976
41293,20110818 16:16:39,50.925,5.4483,0,1,-9.9,0.058,976
41294,20110818 16:16:39,50.9229,4.3286,0,1,-5.9,0.075,976
41295,20110818 16:16:39,50.9451,4.8621,0,1,-20.4,0.053,976
41296,20110818 16:16:39,50.9428,4.8635,0,1,5.3,0.063,976
41297,20110818 16:16:39,50.9462,4.8625,0,1,-7.2,0.055,976
41298,20110818 16:16:39,50.9115,5.4386,0,1,8.3,0.054,976
41299,20110818 16:16:39,51.5172,5.9047,12.4,2,-4.9,0.341,976
41300,20110818 16:16:39,50.9184,5.417,0,1,-10.3,0.061,976
41301,20110818 16:16:40,51.0215,5.3331,10.2,2,5,0.172,976
41302,20110818 16:16:40,50.9778,5.4891,0,1,-5.5,0.057,976
41303,20110818 16:16:40,50.9247,5.3049,10.2,2,-6.2,0.13,976
41304,20110818 16:16:40,50.9228,5.2614,11,2,8.3,0.12,976
41305,20110818 16:16:40,50.9189,5.2624,11.2,2,15.4,0.118,976
41306,20110818 16:16:41,51.5323,6.1293,0,1,-25.1,0.043,976
41307,20110818 16:16:41,50.8982,5.5737,0,1,-3.7,0.06,976
41308,20110818 16:16:41,51.5167,6.1392,0,1,-20.8,0.043,976
41309,20110818 16:16:41,51.5442,6.1068,11.2,2,4,0.23,976
41310,20110818 16:16:41,51.3747,5.7791,15.4,2,16.7,0.308,976
41311,20110818 16:16:41,51.0302,5.2684,12.5,2,-8.5,0.242,976
41312,20110818 16:16:41,51.5134,5.9351,8.2,2,18.3,0.073,976
41313,20110818 16:16:41,51.4717,5.9327,6.6,2,6.9,0.075,976
41314,20110818 16:16:41,50.926,5.4251,0,1,5.6,0.059,976
41315,20110818 16:16:42,50.9614,5.3541,0,1,-4.9,0.062,976
41316,20110818 16:16:42,50.8611,5.4978,0,1,4.8,0.053,976
41317,20110818 16:16:42,51.3661,5.7675,0,1,-4.4,0.088,976
41318,20110818 16:16:42,51.325,5.4166,7.9,2,8.8,0.078,976
41319,20110818 16:16:42,51.3679,5.7747,9.1,2,5.4,0.172,976
41320,20110818 16:16:42,50.9101,5.2433,0,1,6.1,0.17,976
41321,20110818 16:16:43,50.9875,5.0864,0,1,4.4,0.079,976
41322,20110818 16:16:43,51.1963,5.125,0,1,-5.3,0.06,976
41323,20110818 16:16:43,50.7481,5.1816,12.1,2,3.4,0.243,976
41324,20110818 16:16:43,50.9354,5.4267,0,2,11.6,0.083,976
41325,20110818 16:16:43,51.519,5.9542,9.4,2,7.5,0.124,976
41326,20110818 16:16:44,51.3933,5.8262,10.9,2,4.9,0.198,976
41327,20110818 16:16:44,51.005,5.2777,9.7,2,-4.5,0.13,976
41328,20110818 16:16:44,50.9698,5.5009,10,2,-4.9,0.145,976
41329,20110818 16:16:44,51.0114,5.5199,0,1,-6.6,0.055,976
41330,20110818 16:16:44,50.9488,5.4317,11.2,2,-4.1,0.143,976
41331,20110818 16:16:45,50.9391,5.1861,11.3,2,5.1,0.191,976
41332,20110818 16:16:45,51.3946,5.776,0,1,-9.6,0.051,976
41333,20110818 16:16:45,50.7359,5.1752,0,1,7.4,0.052,976
41334,20110818 16:16:45,51.4715,5.8518,13.7,2,-4.7,0.34,976
41335,20110818 16:16:46,51.4739,5.8558,11.4,2,4.8,0.236,976
41336,20110818 16:16:46,50.9588,5.1052,9.3,2,-4.1,0.174,976
41337,20110818 16:16:46,50.9647,5.1499,9,2,-3.3,0.141,976
41338,20110818 16:16:46,51.4706,5.8564,9.9,2,-4,0.157,976
41339,20110818 16:16:46,51.4671,5.8533,0,1,10,0.058,976
41340,20110818 16:16:46,50.9663,5.2231,0,1,5.9,0.085,976
41341,20110818 16:16:46,50.9347,5.4928,12,2,18.6,0.11,976
41342,20110818 16:16:46,51.4942,5.7954,8.9,2,-4.6,0.162,976
41343,20110818 16:16:46,50.8849,5.4834,10.3,2,-8.4,0.094,976
41344,20110818 16:16:46,50.8864,5.4848,0,1,5.1,0.06,976
41345,20110818 16:16:47,51.3495,5.79,0,1,-9.6,0.059,976
41346,20110818 16:16:47,50.9399,5.3613,12.8,2,5.1,0.189,976
41347,20110818 16:16:47,50.9238,5.2923,0,1,-5,0.063,976
41348,20110818 16:16:47,50.9066,5.4807,0,1,5.5,0.059,976
41349,20110818 16:16:48,50.9138,5.2294,0,1,-8,0.053,976
41350,20110818 16:16:48,50.8993,5.1725,9.4,2,-8.5,0.156,976
41351,20110818 16:16:48,50.8515,5.4244,0,2,8.8,0.068,976
41352,20110818 16:16:48,51.537,5.9005,12.1,2,-6.2,0.307,976
41353,20110818 16:16:48,50.9772,5.4609,11.2,2,-4.6,0.103,976
41354,20110818 16:16:48,50.8993,4.215,8.2,2,6.5,0.738,976
41355,20110818 16:16:48,50.8983,4.2162,9.4,2,17.4,0.844,976
41356,20110818 16:16:48,50.8992,4.215,10.4,2,6.5,1.154,976
41357,20110818 16:16:48,51.0361,5.2746,8.7,2,-8,0.103,976
41358,20110818 16:16:48,50.923,5.4498,9.5,2,-4.7,0.092,976
41359,20110818 16:16:49,51.2085,5.0439,15.6,2,-4.1,0.384,976
41360,20110818 16:16:49,51.2331,5.0272,0,1,5.5,0.081,976
41361,20110818 16:16:49,50.9005,4.3342,0,1,-5.6,0.064,976
41362,20110818 16:16:49,51.6486,4.4112,11.5,2,-6.6,0.285,976
41363,20110818 16:16:49,51.645,4.3968,0,1,-32.2,0.049,976
41364,20110818 16:16:49,51.6433,4.3818,0,1,-8.7,0.051,976
41365,20110818 16:16:49,51.6439,4.3973,0,1,11.9,0.053,976
41366,20110818 16:16:49,51.6454,4.4571,0,1,7.7,0.109,976
41367,20110818 16:16:49,50.968,4.7168,0,1,-10.7,0.045,976
41368,20110818 16:16:49,51.2901,4.9856,0,1,4.1,0.067,976
41369,20110818 16:16:49,50.9776,4.7419,0,1,-14,0.051,976
41370,20110818 16:16:49,50.9754,4.7094,0,1,-7.5,0.051,976
41371,20110818 16:16:49,50.9746,4.7369,6.6,2,-5,0.172,976
41372,20110818 16:16:49,51.3921,5.7967,11.7,2,3.2,0.242,976
41373,20110818 16:16:49,50.952,5.3945,0,1,-6.4,0.052,976
41374,20110818 16:16:49,51.1111,5.4677,12.1,2,4.8,0.151,976
41375,20110818 16:16:49,51.3127,5.0022,0,1,-6,0.064,976
41376,20110818 16:16:49,50.884,5.4214,0,1,5,0.069,976
41377,20110818 16:16:49,51.3564,5.0481,0,1,4.6,0.096,976
41378,20110818 16:16:49,51.3996,5.7769,8.1,2,8.1,0.057,976
41379,20110818 16:16:50,50.6904,5.1825,9.8,2,7.4,0.156,976
41380,20110818 16:16:50,50.9918,5.2779,0,1,4.3,0.063,976
41381,20110818 16:16:50,50.9754,5.3315,10.2,2,-4,0.102,976
41382,20110818 16:16:50,50.8799,5.5931,0,2,-4.4,0.145,976
41383,20110818 16:16:50,50.9958,5.3704,10.4,2,7.4,0.134,976
41384,20110818 16:16:50,51.001,5.3638,11.7,2,10.2,0.09,976
41385,20110818 16:16:51,50.7638,5.307,10.3,2,4.5,0.148,976
41386,20110818 16:16:51,51.3806,5.7445,10.8,2,8.1,0.106,976
41387,20110818 16:16:51,51.3554,5.7574,11,2,-4.8,0.204,976
41388,20110818 16:16:51,50.9277,5.2989,0,1,-9.5,0.053,976
41389,20110818 16:16:52,50.9543,5.2657,0,1,-6.3,0.06,976
41390,20110818 16:16:52,51.0096,5.2857,10.5,2,-4.4,0.155,976
41391,20110818 16:16:52,51.5094,5.8742,11.9,2,-5.7,0.302,976
41392,20110818 16:16:52,51.3754,5.8077,9.8,2,4.5,0.125,976
41393,20110818 16:16:52,50.7038,5.1689,9.6,2,5.1,0.135,976
41394,20110818 16:16:52,51.5102,5.8755,15.9,2,-11.9,0.386,976
41395,20110818 16:16:52,50.9213,5.4715,0,1,-8.4,0.041,976
41396,20110818 16:16:52,50.9391,5.4899,9.4,2,-5.4,0.086,976
41397,20110818 16:16:52,50.9047,5.4354,0,1,-4.8,0.092,976
41398,20110818 16:16:52,50.929,5.4144,9.6,2,-5,0.095,976
41399,20110818 16:16:52,50.908,5.4331,0,1,8,0.049,976
41400,20110818 16:16:53,51.3073,5.7522,0,1,39.4,0.05,976
41401,20110818 16:16:53,50.9808,5.4994,11.2,2,-6.5,0.151,976
41402,20110818 16:16:53,50.9167,5.5349,0,1,-5.5,0.061,976
41403,20110818 16:16:53,50.9571,5.2824,0,1,11.1,0.047,976
41404,20110818 16:16:53,51.0015,5.2735,11.2,2,7.4,0.146,976
41405,20110818 16:16:54,50.9009,5.256,6.9,2,-5.6,0.068,976
41406,20110818 16:16:54,51.542,5.9186,12.1,2,5.7,0.234,976
41407,20110818 16:16:54,50.988,5.44,0,1,8.3,0.065,976
41408,20110818 16:16:55,51.5298,5.9693,0,1,10.6,0.067,976
41409,20110818 16:16:55,51.5351,5.9644,10.6,2,4.4,0.26,976
41410,20110818 16:16:56,50.6924,5.1765,0,1,-5.7,0.064,976
41411,20110818 16:16:56,50.6917,5.1696,12.6,2,-10.1,0.202,976
41412,20110818 16:16:56,51.2141,5.552,0,1,23.4,0.045,976
41413,20110818 16:16:56,51.1807,5.1122,9.2,2,6,0.11,976
41414,20110818 16:16:56,50.978,5.5375,0,1,6.2,0.062,976
41415,20110818 16:16:57,50.9069,5.4813,10.6,2,5.2,0.172,976
41416,20110818 16:16:57,50.9773,5.3254,11.8,2,5,0.262,976
41417,20110818 16:16:57,50.9212,5.2607,0,1,-16.7,0.06,976
41418,20110818 16:16:57,50.9162,5.2582,0,1,-15.3,0.068,976
41419,20110818 16:16:57,51.3764,5.7881,0,1,6.2,0.201,976
41420,20110818 16:16:57,50.9549,5.1932,0,1,-7.2,0.057,976
41421,20110818 16:16:57,50.8655,5.4519,10.8,2,-6,0.123,976
41422,20110818 16:16:57,51.2578,5.1684,0,1,-4.4,0.099,976
41423,20110818 16:16:59,50.9789,5.4716,0,1,-8.3,0.05,976
41424,20110818 16:16:59,50.9645,5.4591,0,1,-5.3,0.063,976
41425,20110818 16:16:59,51.4032,5.8374,0,1,7.6,0.066,976
41426,20110818 16:16:59,50.9378,4.4187,0,1,-65.9,0.107,976
41427,20110818 16:16:59,50.9402,4.4182,0,1,-16.7,0.046,976
41428,20110818 16:16:59,50.9374,4.4212,0,1,-42.6,0.161,976
41429,20110818 16:16:59,50.941,4.4192,8.6,2,-36.2,0.057,976
41430,20110818 16:16:59,50.8822,5.481,10.3,2,-7.4,0.097,976
41431,20110818 16:16:59,50.9391,4.4173,0,1,-7.8,0.046,976
41432,20110818 16:16:59,50.9472,4.4068,6.2,2,-9.8,0.189,976
41433,20110818 16:16:59,50.893,5.4459,10.6,2,-2.4,0.104,976
41434,20110818 16:17:00,51.5169,5.8851,10.1,2,4.1,0.212,977
41435,20110818 16:17:01,50.9179,5.4159,0,2,6.2,0.086,977
41436,20110818 16:17:01,50.9445,5.4091,0,1,6.1,0.055,977
41437,20110818 16:17:01,51.3846,5.7793,15.7,2,6.1,0.313,977
41438,20110818 16:17:01,50.9556,5.4075,0,1,5.6,0.057,977
41439,20110818 16:17:01,51.208,5.1094,0,1,-8,0.064,977
41440,20110818 16:17:01,50.9127,5.5078,0,1,8.1,0.053,977
41441,20110818 16:17:02,51.3098,5.5201,0,1,-10.6,0.06,977
41442,20110818 16:17:02,51.3046,5.5002,0,1,-10,0.046,977
41443,20110818 16:17:02,50.9273,5.2953,0,1,6.6,0.057,977
41444,20110818 16:17:02,50.9281,5.2967,10,2,-5.8,0.124,977
41445,20110818 16:17:02,50.7061,5.1213,10.9,2,-3.1,0.219,977
41446,20110818 16:17:02,50.9208,5.4523,0,1,-4,0.059,977
41447,20110818 16:17:02,50.925,5.4398,9.9,2,-5,0.13,977
41448,20110818 16:17:02,50.9462,5.3027,0,1,4.2,0.06,977
41449,20110818 16:17:02,51.5051,5.8945,0,1,-25.9,0.05,977
41450,20110818 16:17:02,51.5048,5.8945,0,1,-8.8,0.047,977
41451,20110818 16:17:02,51.5041,5.8944,0,1,-7,0.056,977
41452,20110818 16:17:02,51.0135,5.324,0,1,-5.8,0.174,977
41453,20110818 16:17:03,51.3719,5.7868,0,1,5.9,0.06,977
41454,20110818 16:17:03,50.8847,5.4827,0,1,-2.9,0.059,977
41455,20110818 16:17:03,51.5074,5.8694,0,1,9.3,0.049,977
41456,20110818 16:17:03,51.5112,5.8511,8.5,2,7,0.121,977
41457,20110818 16:17:03,50.676,5.1615,10.8,2,8.7,0.124,977
41458,20110818 16:17:04,50.9095,5.2003,16.3,2,-2.4,0.389,977
41459,20110818 16:17:04,50.894,5.2424,9.9,2,-6,0.157,977
41460,20110818 16:17:04,50.9775,5.3459,0,1,-10.5,0.057,977
41461,20110818 16:17:04,50.9531,5.3236,0,1,-5.9,0.076,977
41462,20110818 16:17:04,51.5404,5.9477,0,1,-5,0.135,977
41463,20110818 16:17:04,50.9834,5.3432,0,1,-6.9,0.056,977
41464,20110818 16:17:04,51.0675,5.2068,0,1,-8.4,0.094,977
41465,20110818 16:17:04,51.0757,5.1823,9.6,2,6.7,0.124,977
41466,20110818 16:17:04,50.9706,5.3911,0,1,5.3,0.061,977
41467,20110818 16:17:04,50.916,5.4235,0,1,-7.1,0.059,977
41468,20110818 16:17:05,51.5365,5.9542,8.9,2,5.4,0.183,977
41469,20110818 16:17:05,51.6153,5.8729,9.9,2,-5,0.249,977
41470,20110818 16:17:05,50.8994,5.5148,11.1,2,3.4,0.096,977
41471,20110818 16:17:05,51.3561,5.7755,0,1,-12.6,0.052,977
41472,20110818 16:17:05,50.9664,5.3706,10,2,5,0.112,977
41473,20110818 16:17:06,50.9821,5.5395,0,1,6.1,0.053,977
41474,20110818 16:17:06,50.9166,5.445,10.8,2,-4.1,0.131,977
41475,20110818 16:17:06,51.0075,5.2817,10.9,2,4.5,0.144,977
41476,20110818 16:17:07,51.5512,6.1543,0,1,-13.7,0.045,977
41477,20110818 16:17:07,50.9584,5.1872,0,1,-5.6,0.084,977
41478,20110818 16:17:07,51.556,6.1132,0,1,-9.4,0.047,977
41479,20110818 16:17:07,51.0026,5.3123,0,1,-4.1,0.061,977
41480,20110818 16:17:07,51.3273,5.8139,12.9,2,-6.9,0.19,977
41481,20110818 16:17:07,51.0155,5.2607,0,1,25.7,0.061,977
41482,20110818 16:17:07,51.0367,5.2529,9.8,2,-4.8,0.129,977
41483,20110818 16:17:07,51.0633,5.2,0,1,-5.2,0.06,977
41484,20110818 16:17:07,50.8915,5.4596,10.4,2,5.7,0.422,977
41485,20110818 16:17:08,50.9015,5.4627,13.8,2,-4.5,0.173,977
41486,20110818 16:17:08,51.0778,5.593,12.5,2,-5.2,0.145,977
41487,20110818 16:17:08,51.114,5.5239,14.5,2,-4.9,0.23,977
41488,20110818 16:17:08,50.7849,5.1024,0,1,-5.2,0.058,977
41489,20110818 16:17:09,50.9078,5.4551,7.2,2,6.1,0.097,977
41492,20110818 16:17:09,50.8724,5.5232,0,1,10.7,0.051,977
41493,20110818 16:17:10,51.3402,3.6594,0,2,47.8,0.043,977
41494,20110818 16:17:10,51.3455,3.6646,0,1,-40.6,0.046,977
41495,20110818 16:17:10,50.9696,5.3616,11.7,2,-5.2,0.133,977
41496,20110818 16:17:10,51.3352,3.6302,0,1,7.5,0.059,977
41497,20110818 16:17:10,51.3366,3.633,0,1,-5.7,0.064,977
41498,20110818 16:17:10,50.7547,5.1893,0,2,-8.3,0.061,977
41499,20110818 16:17:10,50.8938,5.4924,9.8,2,-6.9,0.079,977
41500,20110818 16:17:11,51.5077,5.9413,11.7,2,5.5,0.329,977
41501,20110818 16:17:11,50.9122,5.4224,9.5,2,-8.8,0.106,977
41502,20110818 16:17:11,51.3986,5.8338,13.3,2,4.3,0.259,977
41503,20110818 16:17:11,50.9407,5.2831,0,1,-9,0.05,977
41504,20110818 16:17:11,50.8349,5.4418,0,1,5.3,0.062,977
41505,20110818 16:17:11,51.5285,5.8872,12.5,2,5.7,0.325,977
41506,20110818 16:17:11,51.3964,5.835,10.6,2,8.5,0.114,977
41507,20110818 16:17:11,50.9251,5.2481,11.8,2,-8.2,0.137,977
41508,20110818 16:17:11,50.9266,5.2512,12.4,2,-5.5,0.267,977
41509,20110818 16:17:11,51.502,5.8802,11.6,2,5.4,0.329,977
41510,20110818 16:17:12,50.9178,5.468,0,1,-5.7,0.073,977
41511,20110818 16:17:12,50.8543,5.3545,13.4,2,-5.8,0.161,977
41512,20110818 16:17:13,50.9354,5.433,11.4,2,-4.3,0.181,977
41513,20110818 16:17:14,50.7755,5.3071,9,2,3.9,0.092,977
41514,20110818 16:17:14,50.955,5.3643,0,1,-10.1,0.051,977
41515,20110818 16:17:14,50.956,5.3638,0,1,-10.4,0.056,977
41516,20110818 16:17:14,50.6954,5.16,9,2,5.1,0.121,977
41517,20110818 16:17:14,50.9491,5.2915,0,2,-5,0.058,977
41518,20110818 16:17:14,51.1833,5.0991,10.2,2,4,0.177,977
41519,20110818 16:17:14,51.1912,5.1058,0,1,5.8,0.063,977
41520,20110818 16:17:14,51.2033,5.0258,11.7,2,6,0.202,977
41521,20110818 16:17:14,51.1839,5.0972,0,1,-10.1,0.055,977
41522,20110818 16:17:14,51.5439,5.9267,11.7,2,6,0.189,977
41523,20110818 16:17:15,51.3515,5.7672,12.2,2,12.1,0.113,977
41524,20110818 16:17:15,50.9002,5.5317,10.5,2,2.5,0.104,977
41525,20110818 16:17:15,51.5173,5.9952,0,1,6.7,0.079,977
41526,20110818 16:17:15,51.541,5.8869,9.3,2,6,0.247,977
41527,20110818 16:17:16,51.5177,5.9898,10.5,2,5.3,0.208,977
41528,20110818 16:17:16,50.9742,5.2152,12.3,2,6.5,0.19,977
41529,20110818 16:17:16,51.374,5.8223,8.6,2,-12.1,0.066,977
41530,20110818 16:17:17,51.4947,5.8589,10.8,2,-9.4,0.164,977
41531,20110818 16:17:17,50.8599,5.4712,0,1,-4.1,0.101,977
41532,20110818 16:17:17,50.7426,5.1845,0,2,8.3,0.054,977
41533,20110818 16:17:17,50.933,5.492,0,1,-8,0.059,977
41534,20110818 16:17:17,50.7337,5.1931,9.4,2,-8.4,0.087,977
41535,20110818 16:17:17,50.9363,5.4247,9.8,2,-4.9,0.086,977
41536,20110818 16:17:18,50.921,5.4486,12.3,2,-3.4,0.243,977
41537,20110818 16:17:18,50.9336,5.5732,0,1,-6.1,0.079,977
41538,20110818 16:17:18,50.9825,5.3976,0,1,-6.7,0.064,977
41539,20110818 16:17:18,50.9188,5.4362,0,1,5.4,0.056,977
41540,20110818 16:17:18,50.9183,5.4216,10.6,2,8.1,0.096,977
41541,20110818 16:17:18,51.3943,5.8365,7.3,2,4.5,0.112,977
41542,20110818 16:17:19,51.4052,5.8326,0,1,6.5,0.077,977
41543,20110818 16:17:19,51.3786,5.7225,0,1,4.2,0.06,977
41544,20110818 16:17:19,50.9404,5.4717,0,1,-5.9,0.061,977
41545,20110818 16:17:19,50.9025,5.482,0,1,9.8,0.057,977
41546,20110818 16:17:19,51.5482,5.9555,0,1,-10,0.067,977
41547,20110818 16:17:19,51.5469,5.9616,9.1,2,-9.3,0.104,977
41548,20110818 16:17:19,50.9433,5.4624,0,1,-7.3,0.049,977
41549,20110818 16:17:19,50.9408,5.4659,0,1,3.2,0.075,977
41550,20110818 16:17:19,50.9313,5.2849,0,1,5.1,0.061,977
41551,20110818 16:17:20,50.9209,4.3055,12.4,2,-4.8,1.392,977
41552,20110818 16:17:20,50.8909,4.2328,6.9,2,6,0.569,977
41553,20110818 16:17:20,50.8896,4.2354,6.7,2,8.3,0.488,977
41554,20110818 16:17:20,50.6855,5.1764,10.9,2,6.6,0.124,977
41555,20110818 16:17:20,51.5242,5.8988,0,1,-14.4,0.048,977
41561,20110818 16:17:21,51.499,5.9645,11.7,2,5.6,0.243,977
41562,20110818 16:17:21,51.5112,5.9073,12.7,2,-5.3,0.243,977
41563,20110818 16:17:22,51.5283,5.9134,9.5,2,-7.9,0.156,977
41564,20110818 16:17:22,50.9362,5.4722,11.1,2,4.5,0.109,977
41565,20110818 16:17:23,51.4066,5.7736,0,1,-15.3,0.049,977
41566,20110818 16:17:23,50.9606,5.4658,0,1,3.1,0.059,977
