id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
41567,20110818 16:17:23,50.8638,5.5345,0,1,-5,0.064,977
41568,20110818 16:17:23,50.8725,5.4996,0,1,-5.4,0.06,977
41569,20110818 16:17:24,51.3546,5.4882,0,1,-6.4,0.068,977
41570,20110818 16:17:24,51.3748,5.8441,7.8,2,-16.6,0.065,977
41571,20110818 16:17:24,51.3771,5.8451,9.7,2,-6,0.133,977
41572,20110818 16:17:24,50.7469,5.3206,0,1,-6.9,0.054,977
41573,20110818 16:17:24,51.3743,5.8459,0,1,-11,0.046,977
41574,20110818 16:17:24,51.4451,5.8568,9.2,2,-8.7,0.107,977
41575,20110818 16:17:24,51.4456,5.8524,0,1,-6.1,0.053,977
41576,20110818 16:17:24,51.4089,5.761,0,1,-8.8,0.057,977
41577,20110818 16:17:24,51.3738,5.8461,0,1,-6.9,0.062,977
41578,20110818 16:17:24,51.4221,5.7265,0,1,-11.5,0.048,977
41579,20110818 16:17:24,51.4409,5.8594,0,1,7.3,0.06,977
41580,20110818 16:17:24,50.7474,5.1072,8.1,2,9.8,0.148,977
41581,20110818 16:17:24,50.7723,5.1554,9.9,2,3.2,0.179,977
41582,20110818 16:17:24,50.7746,5.1546,10.6,2,4.4,0.174,977
41583,20110818 16:17:24,50.75,5.1701,6,2,-9.9,0.066,977
41584,20110818 16:17:24,50.9069,5.4508,0,1,5.1,0.078,977
41585,20110818 16:17:24,50.7575,5.1916,10.9,2,4.7,0.183,977
41586,20110818 16:17:24,51.016,5.302,0,1,-6.2,0.058,977
41587,20110818 16:17:24,51.0271,5.3013,13.3,2,-4.9,0.231,977
41588,20110818 16:17:24,50.9145,5.4492,10.9,2,-8.8,0.1,977
41589,20110818 16:17:25,50.8584,5.5143,0,1,-6,0.051,977
41590,20110818 16:17:25,50.9186,5.4296,0,1,-4.9,0.066,977
41591,20110818 16:17:25,51.553,5.8438,15,2,4.3,0.484,977
41592,20110818 16:17:25,50.8821,5.4713,0,1,-5.9,0.074,977
41593,20110818 16:17:25,50.9572,5.4042,10.7,2,8.1,0.113,977
41594,20110818 16:17:25,50.9584,5.417,0,1,-4.5,0.06,977
41595,20110818 16:17:25,50.9625,5.4165,13.1,2,4.6,0.179,977
41596,20110818 16:17:25,50.8796,5.2027,7.4,2,14.8,0.142,977
41597,20110818 16:17:25,50.8597,5.4655,0,1,5.9,0.063,977
41598,20110818 16:17:25,51.2895,4.5107,0,1,9.1,0.073,977
41599,20110818 16:17:25,50.1851,4.6711,0,1,4.7,0.072,977
41600,20110818 16:17:26,50.9772,5.3657,0,1,-6.6,0.054,977
41601,20110818 16:17:26,51.5655,4.502,7.1,2,12.1,0.06,977
41602,20110818 16:17:26,51.3935,4.6077,0,2,-9.4,0.068,977
41603,20110818 16:17:26,51.4194,4.5889,0,1,-9.7,0.061,977
41604,20110818 16:17:26,51.4636,4.6316,0,2,6.7,0.083,977
41605,20110818 16:17:26,50.9566,5.5112,12.1,2,-4.5,0.102,977
41606,20110818 16:17:27,50.9753,5.1912,10.7,2,-4,0.127,977
41607,20110818 16:17:28,51.5534,6.1084,8.6,2,8.6,0.108,977
41608,20110818 16:17:28,51.546,6.1205,0,1,12.6,0.056,977
41609,20110818 16:17:28,50.9381,5.4538,0,1,6.1,0.066,977
41610,20110818 16:17:28,50.975,5.2013,0,1,-6.5,0.056,977
41611,20110818 16:17:28,50.9681,5.0952,11.6,2,-4.4,0.236,977
41612,20110818 16:17:28,51.5531,6.096,0,2,6.1,0.071,977
41613,20110818 16:17:28,51.6717,6.0192,8.8,2,15.2,0.155,977
41614,20110818 16:17:28,51.6726,6.0208,8.8,2,10.3,0.144,977
41615,20110818 16:17:28,51.6842,6.0215,7.8,2,6.3,0.175,977
41616,20110818 16:17:28,51.0555,5.6084,0,1,-5.8,0.077,977
41617,20110818 16:17:29,50.9432,5.4743,12.3,2,-4.2,0.142,977
41618,20110818 16:17:29,51.3734,5.7693,8.6,2,-14.2,0.066,977
41619,20110818 16:17:29,51.1163,3.7767,0,1,6.2,0.083,977
41620,20110818 16:17:30,50.913,5.4494,0,1,-10.3,0.048,977
41621,20110818 16:17:30,51.4062,5.7712,11.9,2,4.8,0.223,977
41622,20110818 16:17:30,51.0272,5.2969,0,1,4.6,0.063,977
41623,20110818 16:17:31,50.8556,5.4318,14.8,2,-5.4,0.421,977
41624,20110818 16:17:31,50.8289,5.2442,8.8,2,4.5,0.161,977
41625,20110818 16:17:31,51.3508,5.8216,11.8,2,-12.5,0.149,977
41626,20110818 16:17:31,51.35,5.8209,11.1,2,-7.4,0.152,977
41627,20110818 16:17:31,50.9033,5.4654,0,1,-4.4,0.059,977
41628,20110818 16:17:31,51.002,5.3118,9.6,2,6.2,0.11,977
41629,20110818 16:17:31,50.9116,5.4826,0,1,-2.4,0.088,977
41630,20110818 16:17:32,51.5083,5.9814,10,2,5.4,0.205,977
41631,20110818 16:17:32,50.8743,5.511,0,1,5.6,0.063,977
41632,20110818 16:17:32,50.9187,5.2995,0,1,4.7,0.123,977
41633,20110818 16:17:32,51.3771,5.7819,12.5,2,4.8,0.232,977
41634,20110818 16:17:32,50.9334,5.4991,8.2,2,-5.7,0.105,977
41635,20110818 16:17:33,50.983,5.5516,0,1,-8.1,0.077,977
41636,20110818 16:17:33,50.7821,5.3542,9.5,2,2.7,0.148,977
41637,20110818 16:17:33,50.9123,5.4575,0,1,-4.8,0.057,977
41638,20110818 16:17:34,50.9072,5.4561,0,1,-7.6,0.073,977
41639,20110818 16:17:34,50.9392,5.4188,11.9,2,-7.1,0.128,977
41640,20110818 16:17:34,50.8983,5.4373,0,1,12.7,0.057,977
41641,20110818 16:17:34,50.9385,5.4179,0,1,-5.7,0.077,977
41642,20110818 16:17:35,51.0328,5.2911,12.7,2,-3.8,0.216,977
41643,20110818 16:17:35,51.0317,5.2983,0,1,-6.2,0.055,977
41644,20110818 16:17:35,50.8617,5.4695,0,1,-4.5,0.085,977
41645,20110818 16:17:36,50.9269,4.4168,0,1,-38.7,0.048,977
41646,20110818 16:17:36,50.9246,4.375,0,1,-9.8,0.044,977
41647,20110818 16:17:36,51.4862,5.9579,0,1,6.3,0.372,977
41648,20110818 16:17:36,50.9252,4.374,0,1,-14.7,0.048,977
41649,20110818 16:17:36,50.8243,5.1546,0,1,8.8,0.058,977
41650,20110818 16:17:36,50.9485,5.4685,8.4,2,-8,0.099,977
41651,20110818 16:17:37,50.8298,5.1721,0,1,-13.2,0.051,977
41652,20110818 16:17:37,51.559,6.1388,11,2,4,0.239,977
41653,20110818 16:17:37,50.8992,5.2317,10.4,2,-6.6,0.102,977
41654,20110818 16:17:37,50.9386,5.1958,12.1,2,7.2,0.226,977
41655,20110818 16:17:37,50.8958,5.2382,0,1,-6,0.072,977
41656,20110818 16:17:37,50.942,5.1999,0,1,10,0.054,977
41657,20110818 16:17:37,51.3773,5.7347,11.6,2,-4.2,0.201,977
41658,20110818 16:17:37,51.4021,5.7664,9.7,2,-5.1,0.173,977
41659,20110818 16:17:37,50.9289,5.474,12.3,2,5.1,0.218,977
41660,20110818 16:17:37,50.7516,5.1689,9,2,-5.8,0.084,977
41661,20110818 16:17:38,50.8617,5.4637,0,1,-5.3,0.076,977
41662,20110818 16:17:38,50.9412,5.4543,0,1,-5.9,0.058,977
41663,20110818 16:17:39,51.371,5.773,12,2,-7,0.201,977
41664,20110818 16:17:39,51.3661,5.766,0,1,8.2,0.063,977
41665,20110818 16:17:39,51.3736,5.7598,16.5,2,5.1,0.349,977
41666,20110818 16:17:39,50.755,5.3211,0,1,9.5,0.054,977
41667,20110818 16:17:39,50.9057,5.4867,12.4,2,-4.6,0.133,977
41668,20110818 16:17:39,51.3824,5.737,13.4,2,4.4,0.287,977
41669,20110818 16:17:40,50.901,5.4564,0,2,-7.3,0.047,977
41670,20110818 16:17:41,50.9858,5.3819,10.4,2,3.9,0.147,977
41671,20110818 16:17:41,50.9453,5.2463,0,1,-6.4,0.058,977
41672,20110818 16:17:41,50.9398,5.2604,0,2,6.2,0.054,977
41673,20110818 16:17:41,51.414,5.7928,0,1,-11.9,0.046,977
41674,20110818 16:17:41,50.89,5.4916,0,1,5.2,0.077,977
41675,20110818 16:17:41,50.8778,5.482,0,1,-11.9,0.042,977
41676,20110818 16:17:42,51.0807,5.1295,0,1,-8,0.066,977
41677,20110818 16:17:42,51.1843,5.12,8.4,2,5.1,0.115,977
41678,20110818 16:17:42,51.1803,5.0833,0,1,4.7,0.076,977
41679,20110818 16:17:42,51.2278,5.3623,0,1,5,0.062,977
41680,20110818 16:17:42,51.1219,5.2335,0,1,-4.9,0.069,977
41681,20110818 16:17:42,50.9021,5.5116,0,1,4.8,0.118,977
41682,20110818 16:17:42,51.2259,5.3641,0,1,-5.5,0.055,977
41683,20110818 16:17:42,51.3975,5.8079,11.3,2,6.7,0.164,977
41684,20110818 16:17:42,50.9251,5.5116,0,1,5.9,0.062,977
41686,20110818 16:17:43,50.7507,5.1655,0,1,-8,0.068,977
41688,20110818 16:17:43,50.8281,5.473,11.6,2,-6.3,0.145,977
41689,20110818 16:17:43,50.8352,5.4605,12.5,2,-4.3,0.12,977
41690,20110818 16:17:43,50.9419,5.4211,0,1,-5.6,0.057,977
41691,20110818 16:17:43,50.8848,5.544,14.8,2,-4.7,0.18,977
41692,20110818 16:17:44,50.9801,5.3998,0,1,-5.8,0.058,977
41693,20110818 16:17:44,50.9799,5.4002,0,1,-5.1,0.063,977
41694,20110818 16:17:44,51.3824,5.752,10.4,2,-5.9,0.182,977
41695,20110818 16:17:44,51.4048,5.7307,12.4,2,4.3,0.175,977
41696,20110818 16:17:44,51.5146,5.8589,0,1,-7.3,0.127,977
41697,20110818 16:17:44,51.5267,5.879,11.9,2,9.8,0.23,977
41698,20110818 16:17:44,50.9132,5.4551,9.1,2,-8.9,0.059,977
41699,20110818 16:17:44,50.9144,5.4599,0,1,4.3,0.061,977
41700,20110818 16:17:44,51.529,5.8766,10.4,2,25.5,0.166,977
41701,20110818 16:17:45,50.8968,5.2061,10.7,2,-6.6,0.168,977
41702,20110818 16:17:45,51.5123,5.8776,0,1,6.3,0.093,977
41703,20110818 16:17:45,50.9114,5.4576,0,1,9.8,0.049,977
41704,20110818 16:17:45,51.0287,5.2981,0,1,9.2,0.055,977
41705,20110818 16:17:45,50.9302,5.425,13.9,2,4,0.25,977
41706,20110818 16:17:45,51.352,5.7769,10.9,2,-7,0.13,977
41707,20110818 16:17:45,51.5471,6.1166,9.5,2,8.7,0.124,977
41708,20110818 16:17:45,51.5499,6.1216,11.1,2,4.7,0.249,977
41709,20110818 16:17:46,50.703,5.1395,10.7,2,6,0.197,977
41710,20110818 16:17:46,50.9476,5.4599,9.8,2,-8.8,0.086,977
41711,20110818 16:17:46,50.9485,5.4579,9.8,2,-8.2,0.096,977
41712,20110818 16:17:47,51.4018,5.8542,0,1,11.3,0.051,977
41713,20110818 16:17:47,51.4019,5.8547,0,1,9,0.061,977
41714,20110818 16:17:47,51.4091,5.8551,15.4,2,5.8,0.344,977
41715,20110818 16:17:47,51.396,5.8161,13.8,2,8.1,0.198,977
41716,20110818 16:17:47,51.3889,5.7853,8,2,8.6,0.11,977
41717,20110818 16:17:48,50.908,5.5711,12.1,2,4.3,0.085,977
41718,20110818 16:17:48,51.5499,5.9934,7.1,2,-5,0.122,977
41719,20110818 16:17:48,50.9249,5.4136,8.7,2,-8.5,0.124,977
41720,20110818 16:17:48,51.065,5.2125,0,1,6.1,0.067,977
41721,20110818 16:17:48,51.039,5.2965,0,1,-8.9,0.051,977
41722,20110818 16:17:49,50.8563,5.5153,11.6,2,4.8,0.124,977
41723,20110818 16:17:49,51.1883,5.1019,0,1,4.7,0.068,977
41724,20110818 16:17:49,50.9524,5.2637,11.2,2,-9.5,0.168,977
41725,20110818 16:17:49,50.934,5.2711,10.8,2,-6.3,0.113,977
41726,20110818 16:17:49,50.969,5.363,11.2,2,-5,0.143,977
41727,20110818 16:17:49,50.9398,5.4166,9.1,2,-4.9,0.152,977
41728,20110818 16:17:50,50.9745,5.3891,11.6,2,-4.8,0.154,977
41729,20110818 16:17:50,50.8623,5.4511,12,2,8.8,0.12,977
41730,20110818 16:17:50,51.3369,5.739,0,1,6.5,0.056,977
41731,20110818 16:17:51,51.607,5.9723,0,1,-17.5,0.043,977
41732,20110818 16:17:51,51.5829,5.8886,0,1,-10.7,0.048,977
41733,20110818 16:17:51,51.3309,5.851,0,1,5.9,0.068,977
41734,20110818 16:17:51,51.3382,5.8271,0,1,-7.9,0.046,977
41735,20110818 16:17:51,51.6249,5.8376,8.5,2,-14.2,0.117,977
41736,20110818 16:17:51,50.7144,5.1335,12.9,2,-6.8,0.237,977
41737,20110818 16:17:52,50.8265,5.412,0,2,-11.6,0.059,977
41738,20110818 16:17:52,50.8455,5.4663,0,1,-3.2,0.06,977
41739,20110818 16:17:52,50.8874,5.2101,9.3,2,4.7,0.121,977
41740,20110818 16:17:52,51.5028,5.978,0,1,-5.7,0.06,977
41741,20110818 16:17:52,51.5057,5.9379,7.2,2,-6.2,0.102,977
41742,20110818 16:17:52,51.3738,5.7524,11.6,2,-7.8,0.231,977
41743,20110818 16:17:52,50.8513,5.139,9.8,2,-4.9,0.18,977
41744,20110818 16:17:53,50.7402,5.1444,7,2,-7.5,0.084,977
41745,20110818 16:17:53,50.9135,4.3152,7.7,2,6.8,0.631,977
41746,20110818 16:17:53,50.9163,4.3134,14.1,2,4.3,2.193,977
41747,20110818 16:17:53,51.5229,6.2168,12,2,4.7,0.274,977
41748,20110818 16:17:53,50.934,5.441,0,1,-6.2,0.055,977
41749,20110818 16:17:54,50.9454,5.4621,11.2,2,-6.5,0.125,977
41750,20110818 16:17:54,50.9496,5.2444,0,1,-10,0.05,977
41751,20110818 16:17:54,50.9643,5.4566,13.4,2,-6.2,0.227,977
41752,20110818 16:17:54,50.9682,5.448,15.8,2,-3.4,0.178,977
41753,20110818 16:17:54,51.4088,5.7804,9.2,2,8.6,0.112,977
41754,20110818 16:17:54,51.4908,5.6541,0,1,-5.2,0.059,977
41755,20110818 16:17:54,51.4553,5.6393,0,1,10.4,0.048,977
41756,20110818 16:17:54,50.9137,5.5335,12.4,2,-12.4,0.109,977
41757,20110818 16:17:54,50.9201,5.532,14.5,2,4.1,0.136,977
41758,20110818 16:17:54,50.927,5.5102,11,2,-5.3,0.12,977
41759,20110818 16:17:55,51.401,5.5476,0,1,-6.7,0.061,977
41760,20110818 16:17:55,50.8497,5.4132,0,1,-6.9,0.069,977
41761,20110818 16:17:55,50.8813,5.4529,10,2,-4.8,0.112,977
41762,20110818 16:17:55,50.8569,5.4454,0,1,5.4,0.089,977
41763,20110818 16:17:55,50.8956,5.5097,0,1,-16,0.055,977
41764,20110818 16:17:56,50.6944,5.143,0,1,6.5,0.061,977
41765,20110818 16:17:56,50.7087,5.1313,11.7,2,-7.7,0.187,977
41766,20110818 16:17:56,51.0293,5.2942,0,2,8.3,0.092,977
41767,20110818 16:17:56,51.363,5.7904,0,1,9,0.052,977
41768,20110818 16:17:57,50.6635,5.1671,12.3,2,6.4,0.253,977
41769,20110818 16:17:57,51.1846,5.0702,0,1,7.1,0.057,977
41770,20110818 16:17:57,51.2197,5.1374,10.1,2,8,0.134,977
41771,20110818 16:17:57,51.1777,5.0912,10.5,2,7.2,0.2,977
41772,20110818 16:17:57,51.1953,5.098,0,1,7.2,0.053,977
41773,20110818 16:17:57,51.1964,5.0978,10.4,2,4.6,0.156,977
41774,20110818 16:17:57,51.0226,5.5054,14.1,2,-6.1,0.222,977
41775,20110818 16:17:57,50.9918,5.4352,0,1,-4.2,0.129,977
41776,20110818 16:17:57,51.3878,5.8185,10.6,2,4.6,0.067,977
41777,20110818 16:17:57,50.9175,5.4567,13,2,-4.6,0.197,977
41778,20110818 16:17:57,51.5155,5.8603,0,1,7.5,0.06,977
41779,20110818 16:17:57,50.946,5.5513,0,1,-5.8,0.057,977
41780,20110818 16:17:58,50.9855,5.3604,0,1,3.8,0.062,977
41781,20110818 16:17:58,50.947,5.5077,0,1,5.7,0.06,977
41782,20110818 16:17:58,51.4717,5.9451,0,1,5.3,0.067,977
41783,20110818 16:17:58,51.5394,5.9449,13,2,-7.1,0.272,977
41784,20110818 16:17:59,51.3906,5.7745,11.3,2,-6.3,0.195,977
41785,20110818 16:17:59,50.9624,4.6303,0,1,-6.7,0.069,977
41786,20110818 16:17:59,50.8511,5.4718,0,1,-4.4,0.06,977
41787,20110818 16:18:00,50.9402,5.4948,13.2,2,-6.3,0.147,978
41788,20110818 16:18:00,50.9423,5.3107,0,1,-6,0.075,978
41789,20110818 16:18:00,51.8038,5.6239,4.9,2,-14.6,0.09,978
41790,20110818 16:18:00,50.8126,5.4548,0,1,-8.7,0.045,978
41791,20110818 16:18:00,50.7693,5.4348,0,1,61.4,0.048,978
41792,20110818 16:18:00,50.9307,5.4312,0,1,8.5,0.047,978
41793,20110818 16:18:00,50.7949,5.4051,10.2,2,-4.2,0.097,978
41794,20110818 16:18:00,51.6495,5.9876,11.7,2,5.9,0.368,978
41795,20110818 16:18:00,51.6468,5.9925,0,1,4.7,0.107,978
41796,20110818 16:18:00,51.3155,5.5157,0,1,-11.2,0.048,978
41797,20110818 16:18:00,51.3248,5.4931,0,1,-6.9,0.054,978
41798,20110818 16:18:00,50.926,5.4545,12.6,2,-4.8,0.125,978
41799,20110818 16:18:01,50.8817,4.2678,14.6,2,5.8,0.252,978
41800,20110818 16:18:01,50.8596,5.5156,13.2,2,4.5,0.197,978
41801,20110818 16:18:01,50.8849,5.5037,0,1,5.6,0.073,978
41802,20110818 16:18:01,50.8806,5.4688,11,2,6.7,0.185,978
41803,20110818 16:18:01,50.9055,5.4556,12.9,2,-4.8,0.177,978
41804,20110818 16:18:02,50.9252,5.41,11.8,2,4.3,0.111,978
41805,20110818 16:18:02,51.3452,4.5878,0,1,-8.9,0.065,978
41806,20110818 16:18:02,50.9904,5.3739,9.5,2,-4.5,0.098,978
41807,20110818 16:18:03,50.9608,5.36,0,1,-5.8,0.077,978
41808,20110818 16:18:03,50.9351,5.4699,0,1,7.9,0.066,978
41809,20110818 16:18:03,50.9138,5.2296,12.5,2,-7.1,0.144,978
41810,20110818 16:18:03,50.9306,5.1788,10.9,2,3.8,0.214,978
41811,20110818 16:18:03,51.3791,5.8155,16.4,2,-12.2,0.331,978
41812,20110818 16:18:05,50.8602,5.4763,13,2,5.4,0.117,978
41813,20110818 16:18:05,51.3869,5.866,10.6,2,-6.2,0.172,978
41814,20110818 16:18:05,50.8058,5.0927,9.3,2,-4.1,0.151,978
41815,20110818 16:18:06,51.5094,5.8901,0,1,-20,0.045,978
41816,20110818 16:18:06,50.833,5.4908,0,1,4.6,0.059,978
41817,20110818 16:18:06,50.8931,5.517,11,2,6.6,0.134,978
41818,20110818 16:18:06,50.941,5.4449,0,1,5.2,0.057,978
41819,20110818 16:18:06,50.9433,5.4473,11.9,2,-6.8,0.174,978
41820,20110818 16:18:06,50.9154,5.4255,0,1,5.5,0.167,978
41821,20110818 16:18:06,50.9234,5.4319,10.5,2,5.4,0.111,978
41822,20110818 16:18:06,50.9328,5.4456,0,1,-7.6,0.074,978
41823,20110818 16:18:07,50.9434,5.4165,9.3,2,-5,0.117,978
41824,20110818 16:18:07,50.9515,5.2532,10.5,2,-6.9,0.1,978
41825,20110818 16:18:07,50.9837,4.7391,0,1,-6.5,0.059,978
41826,20110818 16:18:07,50.956,5.2368,8.6,2,4.5,0.101,978
41827,20110818 16:18:07,50.9288,5.2,0,1,-3.3,0.091,978
41828,20110818 16:18:07,51.228,5.2294,10,2,-6.7,0.139,978
41829,20110818 16:18:08,51.1335,3.7621,0,1,6.2,0.077,978
41830,20110818 16:18:08,50.926,5.3394,0,1,-4.7,0.062,978
41831,20110818 16:18:08,50.9267,5.3367,10.4,2,-5.4,0.139,978
41832,20110818 16:18:08,50.9059,5.4733,10.5,2,-4.5,0.108,978
41833,20110818 16:18:08,51.5542,6.0056,0,1,-10.3,0.05,978
41834,20110818 16:18:09,50.8614,5.5292,0,2,-5.8,0.063,978
41835,20110818 16:18:09,51.5567,5.888,0,1,-9.4,0.049,978
41836,20110818 16:18:09,51.5403,5.9163,0,1,-8.2,0.169,978
41837,20110818 16:18:09,50.932,5.4861,0,1,-4.7,0.071,978
41838,20110818 16:18:09,51.0839,5.1931,9.8,2,5.5,0.119,978
41839,20110818 16:18:09,50.9983,5.406,0,1,-5,0.06,978
41840,20110818 16:18:09,51.0048,5.3788,9.9,2,-4.8,0.122,978
41841,20110818 16:18:09,51.3766,5.6724,0,1,-10.9,0.046,978
41842,20110818 16:18:09,51.5179,5.8771,9.4,2,-5.3,0.169,978
41843,20110818 16:18:09,51.5266,5.8687,11.3,2,6.9,0.237,978
41844,20110818 16:18:10,50.9236,4.2313,0,1,-13.2,0.047,978
41845,20110818 16:18:11,50.7149,5.1863,14.6,2,3.9,0.327,978
41846,20110818 16:18:11,51.3501,5.8352,0,1,-9.4,0.065,978
41847,20110818 16:18:11,51.1401,5.7389,0,1,9.1,0.115,978
41848,20110818 16:18:11,51.3732,5.7874,0,1,5.2,0.158,978
41849,20110818 16:18:11,51.2249,5.5472,0,1,48.6,0.045,978
41850,20110818 16:18:11,51.4014,5.7885,0,1,7.2,0.064,978
41851,20110818 16:18:12,51.1998,5.0935,9.4,2,6.7,0.116,978
41852,20110818 16:18:12,51.2167,5.0623,8.6,2,5.1,0.142,978
41853,20110818 16:18:12,50.9566,5.4215,0,1,6.7,0.144,978
41854,20110818 16:18:12,51.5479,5.9255,0,1,5.4,0.082,978
41855,20110818 16:18:13,50.9795,5.3681,12.3,2,4.7,0.22,978
41856,20110818 16:18:13,50.8873,5.4641,0,1,5,0.063,978
41857,20110818 16:18:13,50.716,5.1355,11,2,3.4,0.234,978
41858,20110818 16:18:13,51.5189,5.9748,17.9,2,5.7,0.538,978
41859,20110818 16:18:14,51.521,5.9621,10.6,2,11.3,0.151,978
41860,20110818 16:18:14,51.4256,5.7184,8.5,2,-19.3,0.073,978
41861,20110818 16:18:14,51.424,5.7197,0,1,-9.7,0.045,978
41862,20110818 16:18:14,51.0406,5.3323,13.9,2,-4.7,0.27,978
41863,20110818 16:18:14,51.389,5.8214,11.4,2,-8.5,0.148,978
41864,20110818 16:18:15,50.9026,5.4947,0,1,6.1,0.059,978
41865,20110818 16:18:15,51.3919,5.7524,17.7,2,5.6,0.363,978
41866,20110818 16:18:15,50.9249,5.4283,0,1,6,0.066,978
41867,20110818 16:18:15,50.9119,4.2167,0,2,-5.2,0.09,978
41868,20110818 16:18:15,50.9333,5.5816,11.3,2,1.6,0.09,978
41869,20110818 16:18:15,50.9955,5.5407,0,1,3.9,0.063,978
41870,20110818 16:18:16,50.833,5.5025,0,1,-7,0.068,978
41871,20110818 16:18:16,50.8368,5.4885,13.2,2,-8.4,0.154,978
41872,20110818 16:18:16,50.9157,5.4698,0,1,-5.7,0.131,978
41873,20110818 16:18:16,50.9859,5.3121,10.8,2,-3.6,0.121,978
41874,20110818 16:18:16,50.7381,5.207,0,1,-6.3,0.066,978
41875,20110818 16:18:17,50.7492,5.1866,11.4,2,-8.3,0.17,978
41876,20110818 16:18:17,51.1837,5.0693,0,1,4.9,0.071,978
41877,20110818 16:18:17,50.8933,5.5302,9.8,2,3.7,0.082,978
41878,20110818 16:18:17,50.8848,5.458,0,2,-4.5,0.143,978
41879,20110818 16:18:18,51.5137,5.875,8.3,2,5.2,0.177,978
41880,20110818 16:18:18,50.9105,5.498,0,1,9.5,0.051,978
41881,20110818 16:18:18,50.9268,5.436,9.2,2,3.3,0.105,978
41882,20110818 16:18:18,50.9559,4.5243,5,2,7,0.116,978
41883,20110818 16:18:18,50.9051,5.2311,10.5,2,-5.4,0.202,978
41884,20110818 16:18:18,50.9524,4.4669,0,1,-10.5,0.051,978
41885,20110818 16:18:18,51.6126,5.9492,0,1,-7,0.059,978
41886,20110818 16:18:19,50.9513,5.4492,0,1,-10.9,0.075,978
41887,20110818 16:18:19,51.3603,5.8203,0,1,3.7,0.069,978
41888,20110818 16:18:19,50.9793,4.6984,0,1,-6.6,0.059,978
41889,20110818 16:18:19,51.5335,5.9581,7.5,2,-7,0.091,978
41890,20110818 16:18:19,50.9801,4.7003,0,1,-4.7,0.066,978
41891,20110818 16:18:19,50.981,4.6999,0,1,-17.9,0.053,978
41892,20110818 16:18:19,50.9696,5.4518,13.9,2,-6.1,0.188,978
41893,20110818 16:18:20,51.3761,5.779,11.9,2,20.3,0.16,978
41894,20110818 16:18:20,50.9434,5.3342,12,2,-5.9,0.152,978
41895,20110818 16:18:20,50.941,5.3179,11,2,7.3,0.135,978
41896,20110818 16:18:20,50.8979,5.4847,0,1,-7,0.072,978
41897,20110818 16:18:20,50.9126,5.4969,0,1,-7.7,0.051,978
41898,20110818 16:18:20,50.8119,5.3222,10.5,2,4.6,0.128,978
41899,20110818 16:18:20,50.8099,5.3255,0,1,10.2,0.052,978
41900,20110818 16:18:20,50.8102,5.3247,9.8,2,5.1,0.113,978
41901,20110818 16:18:20,50.8851,5.5395,0,1,5,0.065,978
41904,20110818 16:18:21,51.3883,5.8377,12.8,2,5.1,0.25,978
41905,20110818 16:18:21,50.8492,5.5546,15.6,2,-3.8,0.162,978
41906,20110818 16:18:21,50.9211,5.5416,0,1,-5.2,0.077,978
41907,20110818 16:18:21,50.9174,5.6049,11.7,2,4.9,0.1,978
41908,20110818 16:18:22,51.549,6.0072,16.2,2,-4.9,0.445,978
41909,20110818 16:18:22,50.7126,5.1531,10.6,2,4.1,0.239,978
41910,20110818 16:18:22,51.508,6.0022,10.9,2,6.2,0.213,978
41911,20110818 16:18:22,51.5075,6.0029,11.4,2,6.9,0.265,978
41912,20110818 16:18:22,50.8936,5.4888,11.5,2,4.4,0.231,978
41913,20110818 16:18:22,50.9995,5.4028,0,1,-5.3,0.058,978
41914,20110818 16:18:22,51.3798,5.7428,0,1,-9.3,0.051,978
41915,20110818 16:18:23,50.8586,5.4272,14.9,2,4,0.193,978
41916,20110818 16:18:23,51.8276,5.6037,4.5,2,-14.5,0.088,978
41917,20110818 16:18:23,51.3712,5.8234,0,1,-10.8,0.053,978
41918,20110818 16:18:23,51.8246,5.5933,0,1,-9.9,0.057,978
41919,20110818 16:18:23,51.3722,5.8213,0,1,-6.4,0.052,978
41920,20110818 16:18:24,50.9447,5.4441,0,1,-7,0.061,978
41921,20110818 16:18:24,50.9428,5.4343,10,2,-4.3,0.104,978
41922,20110818 16:18:24,51.4908,5.9173,0,1,-12.9,0.043,978
41923,20110818 16:18:24,50.951,5.4439,12.8,2,-12,0.121,978
41924,20110818 16:18:24,51.4913,5.9176,0,1,-11,0.051,978
41925,20110818 16:18:25,50.9514,5.4132,0,1,5.6,0.057,978
41926,20110818 16:18:25,51.4916,5.9168,0,1,-11.3,0.046,978
41927,20110818 16:18:25,51.3566,5.5001,0,1,-15.6,0.05,978
41928,20110818 16:18:25,51.3579,5.4812,8.8,2,-19.5,0.073,978
41929,20110818 16:18:25,51.3561,5.483,0,1,-21.1,0.051,978
41930,20110818 16:18:25,51.3561,5.4819,0,1,-12.1,0.052,978
41931,20110818 16:18:25,51.3593,5.4694,12.6,2,-6.4,0.187,978
41932,20110818 16:18:25,50.9115,5.5003,0,1,6.8,0.058,978
41933,20110818 16:18:25,51.3581,5.48,9,2,-22.4,0.073,978
41934,20110818 16:18:25,51.3726,5.4199,13.4,2,-6.4,0.234,978
41935,20110818 16:18:25,50.9219,5.5262,11.9,2,-11.7,0.103,978
41936,20110818 16:18:25,51.1711,5.0458,0,1,-17.5,0.049,978
41937,20110818 16:18:25,50.9121,5.5611,0,1,-4.4,0.137,978
